panel,behavior,alpha,avg_score
fig4_parameterized,wealth-seeking-inclination,-0.7,-1.6963
fig4_parameterized,wealth-seeking-inclination,-0.6,-1.6225
fig4_parameterized,wealth-seeking-inclination,-0.5,-1.5374
fig4_parameterized,wealth-seeking-inclination,-0.4,-1.4624
fig4_parameterized,wealth-seeking-inclination,-0.3,-1.3374
fig4_parameterized,wealth-seeking-inclination,-0.2,-1.2411
fig4_parameterized,wealth-seeking-inclination,-0.1,-1.0887
fig4_parameterized,wealth-seeking-inclination,-0.0,-0.9899
fig4_parameterized,wealth-seeking-inclination,0.1,-0.8537
fig4_parameterized,wealth-seeking-inclination,0.2,-0.6963
fig4_parameterized,wealth-seeking-inclination,0.3,-0.5463
fig4_parameterized,wealth-seeking-inclination,0.4,-0.4075
fig4_parameterized,wealth-seeking-inclination,0.5,-0.2624
fig4_parameterized,wealth-seeking-inclination,0.6,-0.0912
fig4_parameterized,wealth-seeking-inclination,0.7,0.0262
fig4_parameterized,wealth-seeking-inclination,0.8,0.1438
fig4_parameterized,wealth-seeking-inclination,0.9,0.2425
fig4_parameterized,wealth-seeking-inclination,1.0,0.3313
fig4_parameterized,wealth-seeking-inclination,1.1,0.3512
fig4_parameterized,wealth-seeking-inclination,1.2,0.37
fig4_parameterized,wealth-seeking-inclination,1.3,0.405
fig4_parameterized,wealth-seeking-inclination,1.4,0.4088
fig4_parameterized,wealth-seeking-inclination,1.5,0.4151
fig4_parameterized,wealth-seeking-inclination,1.6,0.3813
fig4_parameterized,wealth-seeking-inclination,1.7,0.3438
fig4_parameterized,wealth-seeking-inclination,1.8,0.3663
fig4_parameterized,wealth-seeking-inclination,1.9,0.3463
fig4_parameterized,wealth-seeking-inclination,2.0,0.3287
